MSOA11CD,MSOA11NM,Local authority,covid_19_deaths,covid_19_deaths_per_thousand,total_population_mid_2018,over_70_prop,proportion_at_risk_jobs,insecure_proportion,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,child_poverty_prop,total_registered_patients,Hypertension,Obesity (18+),Diabetes,Asthma,Coronary heart disease
E02000871,Tower Hamlets 008,Tower Hamlets,7,0.612745098,11424,0.040178571,0.310612855,0.26935725,0.719823071,0.121406123,0.469910371,0.018856943,0.285310734,13360,6.73,5.47,5.28,4.95,1.26
E02000872,Tower Hamlets 009,Tower Hamlets,2,0.220531481,9069,0.035615834,0.199639825,0.1566761,0.510598587,0.062258366,0.335421944,0.013464871,0.350997506,9838,6.16,4.89,4.84,4.08,1.41
E02000873,Tower Hamlets 010,Tower Hamlets,4,0.370713624,10790,0.040778499,0.296273671,0.259926695,0.574773327,0.069436474,0.349936876,0.025020085,0.341486359,12910,5.88,4.73,4.28,3.48,1.19
E02000874,Tower Hamlets 011,Tower Hamlets,1,0.124455507,8035,0.037336652,0.308030803,0.255592226,0.662926077,0.074765044,0.473418432,0.015429934,0.310712283,9103,6.22,4.97,5,4.01,1.31
E02000875,Tower Hamlets 012,Tower Hamlets,6,0.44127381,13597,0.030080165,0.297282609,0.252173913,0.652436441,0.11684322,0.411334746,0.013241525,0.291322314,14735,6.79,5.21,5.06,4.48,1.24
E02000876,Tower Hamlets 013,Tower Hamlets,1,0.122910521,8136,0.027654867,0.251681957,0.199082569,0.623276965,0.060679267,0.442518119,0.018900099,0.327219369,9532,6.32,5.08,5.53,3.8,1.37
E02000877,Tower Hamlets 014,Tower Hamlets,3,0.232306024,12914,0.039801766,0.311075782,0.284843667,0.679689891,0.098949301,0.471794349,0.019177803,0.306216931,14275,7.16,5.15,5.31,4.41,1.25
E02000878,Tower Hamlets 015,Tower Hamlets,3,0.255580167,11738,0.043874595,0.212204185,0.159788774,0.547345907,0.04472098,0.389947501,0.021388295,0.325878594,15065,6.31,4.08,5.32,3.8,1.5
E02000879,Tower Hamlets 016,Tower Hamlets,8,0.86411752,9258,0.078958738,0.298468557,0.264907136,0.593266964,0.057374902,0.415640555,0.016505109,0.319332256,10349,8.44,5.94,6.65,4.54,1.83
E02000880,Tower Hamlets 017,Tower Hamlets,1,0.152068127,6576,0.04379562,0.277287319,0.231540931,0.635387812,0.048476454,0.461045706,0.022160665,0.313244048,7634,7.51,5.38,6.14,3.81,1.55
E02000881,Tower Hamlets 018,Tower Hamlets,7,0.765110941,9149,0.040878785,0.308906883,0.306072874,0.652337531,0.119988421,0.408886959,0.01389492,0.309119621,10899,6.46,6.32,5.28,4.07,1.46
E02000882,Tower Hamlets 019,Tower Hamlets,11,1.050219591,10474,0.043440901,0.317002882,0.239193084,0.704207345,0.071594607,0.534751278,0.017433752,0.306302844,11167,8.71,6.68,7.2,3.75,1.88
E02000883,Tower Hamlets 020,Tower Hamlets,6,0.669120107,8967,0.054198729,0.29751462,0.304093567,0.622767296,0.113836478,0.393710692,0.01245283,0.276155718,9597,7.62,7.96,5.97,4.45,1.77
E02000884,Tower Hamlets 021,Tower Hamlets,2,0.152288129,13133,0.03053377,0.182639434,0.126669285,0.580343385,0.041492406,0.394122826,0.029605987,0.285279188,14361,6.68,4.6,5.63,3.2,1.28
E02000885,Tower Hamlets 022,Tower Hamlets,8,1.033858878,7738,0.070560868,0.299607843,0.240784314,0.697026831,0.07382161,0.517766497,0.01653372,0.31846068,8755,8.44,5.7,6.27,4.19,1.74
E02000886,Tower Hamlets 023,Tower Hamlets,2,0.218221495,9165,0.040480087,0.199746515,0.155893536,0.505323505,0.062517063,0.282555283,0.029484029,0.246104245,9000,7.91,6.14,5.5,5.69,1.59
E02000887,Tower Hamlets 024,Tower Hamlets,12,1.072961373,11184,0.036212446,0.299333527,0.275282527,0.621939954,0.096535797,0.396997691,0.016512702,0.252141144,11613,7.59,6.99,5.86,4.36,1.7
E02000888,Tower Hamlets 025,Tower Hamlets,1,0.09797198,10207,0.033016557,0.19563083,0.147520864,0.600365186,0.070359099,0.396348144,0.032744979,0.261870504,9913,7.87,5.3,5.61,3.97,1.59
E02000889,Tower Hamlets 026,Tower Hamlets,2,0.235710077,8485,0.041249263,0.185983827,0.130727763,0.495012092,0.041414752,0.315145103,0.029020556,0.283704572,9134,7.12,4.61,4.41,3.57,1.36
E02000890,Tower Hamlets 027,Tower Hamlets,0,0,6681,0.059422242,0.12716477,0.073231074,0.23986195,0.021915444,0.096462468,0.022605695,0.146399055,6570,7.43,4.44,3.59,3.85,1.39
E02000891,Tower Hamlets 028,Tower Hamlets,3,0.154846702,19374,0.023123774,0.173333333,0.112108844,0.547562707,0.081400852,0.189935321,0.069411579,0.181720718,19268,6.16,4.85,4.31,3.27,1.22
E02000893,Tower Hamlets 030,Tower Hamlets,6,0.74019245,8106,0.051813472,0.231441048,0.202328967,0.424001179,0.052779006,0.179566563,0.046144774,0.202474691,9028,6.34,4.73,3.6,3.39,1.15
E02000894,Tower Hamlets 031,Tower Hamlets,5,0.424556339,11777,0.033879596,0.169931518,0.110049371,0.42655618,0.043898589,0.134359278,0.07240801,0.145362252,13096,5.96,4.72,3.29,3.34,1.08
E02000895,Waltham Forest 001,Waltham Forest,10,1.218472036,8207,0.175947362,0.293564502,0.240669997,0.218573756,0.088858253,0.032710866,0.008773029,0.23286802,9106,14.78,5.8,4.85,5.46,2.64
E02000896,Waltham Forest 002,Waltham Forest,17,1.8699813,9091,0.150588494,0.238291067,0.169979438,0.138983435,0.042999773,0.016904924,0.008055366,0.120678818,9851,12.94,5.79,4.62,4.95,2.42
E02000897,Waltham Forest 003,Waltham Forest,5,0.583430572,8570,0.134072345,0.29349046,0.250561167,0.238950105,0.097189551,0.033304445,0.01423796,0.233654877,9391,11.63,5.46,4.28,4.71,2.29
E02000898,Waltham Forest 004,Waltham Forest,12,1.501689401,7991,0.131397823,0.301849776,0.239630045,0.257419355,0.096774194,0.043096774,0.018322581,0.162887828,8633,12.16,5.92,4.53,4.83,2.31
E02000899,Waltham Forest 005,Waltham Forest,3,0.345144961,8692,0.127013346,0.306388527,0.2589309,0.278030303,0.111616162,0.031691919,0.01969697,0.216500878,9537,12.23,6.32,4.88,4.85,2.38
E02000900,Waltham Forest 006,Waltham Forest,6,0.68119891,8808,0.098433243,0.308631696,0.255620316,0.419386746,0.194238378,0.071092977,0.023244313,0.251587689,9810,12.34,6.24,5.21,4.93,2.44
E02000901,Waltham Forest 007,Waltham Forest,4,0.390320062,10248,0.096604215,0.284407484,0.203950104,0.228897663,0.070750187,0.034361327,0.02475723,0.156517817,10636,10.88,4.02,3.39,4.41,1.93
E02000902,Waltham Forest 008,Waltham Forest,4,0.411311054,9725,0.077326478,0.324947034,0.266949153,0.446604301,0.190620824,0.081399587,0.025634795,0.206446348,10369,11.12,4.84,4.49,4.59,2.03
E02000903,Waltham Forest 009,Waltham Forest,3,0.307093868,9769,0.060292763,0.305895439,0.311735261,0.526263408,0.227358178,0.118544731,0.023001216,0.286221871,11278,8.95,5.76,4.42,4.58,1.3
E02000904,Waltham Forest 010,Waltham Forest,3,0.335908633,8931,0.061919158,0.277650648,0.260869565,0.476178901,0.193485659,0.109504132,0.022362664,0.213747646,9437,8.6,3.94,4.31,4.41,1.6
E02000905,Waltham Forest 011,Waltham Forest,7,0.680669,10284,0.051828082,0.262971175,0.250554324,0.49932214,0.166336427,0.133486286,0.023672959,0.208333333,11006,8.83,5.16,4.08,4.17,1.38
E02000906,Waltham Forest 012,Waltham Forest,2,0.209402157,9551,0.056852686,0.262952774,0.254470426,0.491025087,0.155168685,0.130947232,0.020436851,0.281594572,10837,9.04,5.43,4.31,4.23,1.38
E02000907,Waltham Forest 013,Waltham Forest,4,0.357973868,11174,0.06273492,0.291282051,0.286153846,0.551510302,0.24494899,0.105221044,0.022504501,0.259171996,11582,7.53,4.81,3.78,3.82,1.3
E02000908,Waltham Forest 014,Waltham Forest,5,0.398692289,12541,0.045929352,0.270393299,0.264748725,0.495435527,0.184100418,0.083777102,0.022156714,0.20952381,12583,8.69,5.71,4.42,4.31,1.3
E02000909,Waltham Forest 015,Waltham Forest,3,0.33281562,9014,0.069225649,0.270612153,0.239891574,0.441666667,0.158912037,0.116898148,0.030555556,0.18296837,10316,8.28,5.23,4.17,4.12,1.42
E02000910,Waltham Forest 016,Waltham Forest,6,0.552231937,10865,0.059272895,0.253261275,0.248043235,0.539166199,0.133202468,0.2022808,0.042250888,0.237877402,12910,8.23,5.27,4.72,4.14,1.54
E02000911,Waltham Forest 017,Waltham Forest,7,0.59686221,11728,0.054826057,0.277957091,0.262958041,0.545897719,0.157100809,0.171909492,0.040286976,0.273692489,13796,9.47,6.32,4.96,4.47,1.56
E02000912,Waltham Forest 018,Waltham Forest,5,0.535733419,9333,0.080038573,0.299301048,0.303544683,0.597856679,0.17557913,0.196904092,0.053907772,0.255720054,10597,9.19,5.68,5.22,4,1.6
E02000913,Waltham Forest 019,Waltham Forest,3,0.325027086,9230,0.075514626,0.303331676,0.261561412,0.588444751,0.158970825,0.218470021,0.066850448,0.21278826,11165,8.72,5.36,5.03,3.82,1.57
E02000914,Waltham Forest 020,Waltham Forest,12,1.05848108,11337,0.059892388,0.306283906,0.331374322,0.679252407,0.225882575,0.235605059,0.043137625,0.324007561,13835,9.68,5.78,5.78,3.95,1.8
E02000915,Waltham Forest 021,Waltham Forest,3,0.323519896,9273,0.056400302,0.260160786,0.205225547,0.460372556,0.146824019,0.104361911,0.068147634,0.180424528,10160,8.47,5.42,4.68,3.89,1.41
E02000916,Waltham Forest 022,Waltham Forest,4,0.410130216,9753,0.053111863,0.289271585,0.32883407,0.611070111,0.264101212,0.141802847,0.041855561,0.243787489,11410,9.74,5.05,5.44,3.65,1.53
E02000917,Waltham Forest 023,Waltham Forest,4,0.384024578,10416,0.045602919,0.292149574,0.298928493,0.530912659,0.204121688,0.130193,0.029331589,0.172158155,11403,8.6,5.26,4.89,3.98,1.43
E02000918,Waltham Forest 024,Waltham Forest,3,0.305872757,9808,0.053833605,0.282990574,0.232647815,0.518628096,0.168529476,0.102235371,0.090948937,0.228585657,10954,9.11,5.6,4.89,3.94,1.4
E02000919,Waltham Forest 025,Waltham Forest,2,0.204185809,9795,0.058907606,0.296657671,0.294166494,0.557965514,0.149441492,0.175252142,0.062249214,0.225555556,11538,9.12,5.75,5.23,4.08,1.52
E02000920,Waltham Forest 026,Waltham Forest,3,0.290500629,10327,0.051612278,0.318895871,0.326077199,0.636881528,0.24812744,0.181875725,0.045996413,0.263992537,12550,7.78,4.96,4.47,3.63,1.35
E02000921,Waltham Forest 027,Waltham Forest,5,0.443655723,11270,0.054480923,0.316515651,0.353583196,0.599400055,0.260521771,0.138987365,0.043541496,0.298622366,13477,9.49,6.29,5.33,4.04,1.53
E02000922,Waltham Forest 028,Waltham Forest,6,0.54699608,10969,0.053696782,0.296748768,0.318029557,0.560391523,0.259716811,0.118597358,0.039722513,0.243231047,12831,9.47,6.45,5.25,4.26,1.4
E02000923,Wandsworth 001,Wandsworth,8,0.990712074,8075,0.111455108,0.17724755,0.125053259,0.206449023,0.070109714,0.009767193,0.011506556,0.107517483,8543,8.62,5.02,3.17,3.86,1.38
E02000924,Wandsworth 002,Wandsworth,7,0.508979859,13753,0.045517342,0.253940731,0.232818411,0.436618453,0.221902794,0.019495104,0.017518642,0.209511568,17386,6.82,4.95,3.15,3.7,1.06
E02000925,Wandsworth 003,Wandsworth,6,0.75547721,7942,0.066607907,0.255060729,0.233046559,0.396279307,0.237385321,0.014908257,0.0127421,0.201273885,9435,8.9,5.12,3.34,3.89,1.41
E02000926,Wandsworth 004,Wandsworth,5,0.458211144,10912,0.066348974,0.208978328,0.141554868,0.272045658,0.112242614,0.008616831,0.028424351,0.118327974,12750,8.2,4.76,3.37,3.44,1.25
E02000927,Wandsworth 005,Wandsworth,4,0.543625985,7358,0.07678717,0.20129094,0.153239302,0.245949926,0.125036819,0.007658321,0.013991163,0.124260355,8381,7.65,4.28,2.98,4.24,1.18
E02000928,Wandsworth 006,Wandsworth,0,0,8554,0.085690905,0.154249127,0.083430345,0.11066446,0.02340979,0.005793332,0.012768976,0.046200608,10657,5.91,3.6,1.83,3.51,1.04
E02000929,Wandsworth 007,Wandsworth,2,0.265111347,7544,0.070917285,0.297822248,0.281930547,0.540332555,0.33337914,0.037652879,0.01690257,0.298545225,9611,7.08,4.72,3.38,3.3,1.02
E02000930,Wandsworth 008,Wandsworth,1,0.093101201,10741,0.041709338,0.15396941,0.098761835,0.207627119,0.084435717,0.00961141,0.017879289,0.113249445,13002,5.83,3.78,2.59,3.43,0.84
E02000931,Wandsworth 009,Wandsworth,3,0.313512384,9569,0.045354792,0.116747741,0.064975678,0.128864763,0.043072929,0.006726457,0.012272835,0.026172301,10683,5.68,3.04,2.26,3.47,0.77
E02000932,Wandsworth 010,Wandsworth,3,0.260846883,11501,0.051560734,0.154760297,0.0784605,0.158022533,0.029040404,0.012140637,0.023504274,0.064643058,15500,5.79,3.66,2.08,3.45,1.06
E02000933,Wandsworth 011,Wandsworth,1,0.111049417,9005,0.096612993,0.181905679,0.117998075,0.166268079,0.034050791,0.011843754,0.020612686,0.052253429,11773,6.06,3.56,2.01,3.42,1.07
E02000934,Wandsworth 012,Wandsworth,1,0.101040719,9897,0.047489138,0.157829457,0.108527132,0.23250961,0.105985722,0.013509061,0.014936848,0.117539027,11104,5.19,3.29,2.44,3.23,0.68
E02000935,Wandsworth 013,Wandsworth,1,0.140134529,7136,0.074831839,0.344765343,0.368231047,0.358832117,0.154160584,0.034452555,0.018248175,0.293082524,8962,8.84,4.31,3.7,4.01,1.63
E02000936,Wandsworth 014,Wandsworth,2,0.218531469,9152,0.092329545,0.182124789,0.109986884,0.206362545,0.043457383,0.018967587,0.019567827,0.120760959,12468,6.3,3.66,2.15,3.61,1.19
E02000937,Wandsworth 015,Wandsworth,1,0.118778952,8419,0.047274023,0.135382603,0.082188794,0.128689798,0.052045572,0.005955463,0.013464526,0.033818939,9414,6.11,2.93,2.42,3.58,0.85
E02000938,Wandsworth 016,Wandsworth,2,0.179629962,11134,0.09448536,0.27734375,0.240017361,0.287135973,0.112193589,0.022417767,0.02000838,0.163194444,13495,7.69,4.3,3.25,3.69,1.53
E02000939,Wandsworth 017,Wandsworth,12,1.437814522,8346,0.082314881,0.137720329,0.081786134,0.136922691,0.038529116,0.009036145,0.015687751,0.0472167,9220,5.81,1.85,1.78,3.51,1.12
E02000940,Wandsworth 018,Wandsworth,1,0.115580213,8652,0.055016181,0.229869843,0.174718729,0.373580089,0.157753669,0.065730696,0.015443523,0.173747622,11125,5.65,3.5,2.55,3.44,0.89
E02000941,Wandsworth 019,Wandsworth,6,0.577867668,10383,0.058364634,0.173781513,0.118319328,0.174127351,0.062669752,0.027059652,0.015290212,0.067364588,12086,6.19,3.61,2.75,3.82,0.87
E02000942,Wandsworth 020,Wandsworth,5,0.520941863,9598,0.078558033,0.182171227,0.110679612,0.20693223,0.029901707,0.065700983,0.022038282,0.055165496,11887,6.85,3.68,2.57,3.67,1.2
E02000943,Wandsworth 021,Wandsworth,1,0.113237459,8831,0.054920168,0.149054905,0.091089109,0.205546299,0.075458224,0.022256606,0.024041895,0.06971831,10797,6.18,2.64,2.5,3.8,0.97
E02000944,Wandsworth 022,Wandsworth,6,0.832523935,7207,0.064798113,0.29560949,0.250068176,0.385234527,0.129059117,0.101998335,0.022758812,0.215131579,9313,7.41,6.06,3.59,3.66,1.4
E02000945,Wandsworth 023,Wandsworth,8,0.968523002,8260,0.063317191,0.335275269,0.337314302,0.346456693,0.12191601,0.043832021,0.019160105,0.258064516,9492,9.09,4.89,4.42,3.86,1.77
E02000946,Wandsworth 024,Wandsworth,3,0.352360817,8514,0.050622504,0.20029301,0.160318125,0.27527004,0.120977828,0.040818647,0.023763502,0.13880814,9112,7.11,3.62,3.04,3.95,1
E02000947,Wandsworth 025,Wandsworth,3,0.332005312,9036,0.063413015,0.176095052,0.110303245,0.182132565,0.041152738,0.037925072,0.019942363,0.053,10783,7.41,3.5,2.62,3.91,1.16
E02000948,Wandsworth 026,Wandsworth,7,0.705716302,9919,0.057868737,0.156020018,0.094347954,0.254530728,0.088488407,0.035435861,0.034119672,0.080623306,12508,6.83,3.37,3.21,3.77,1.12
E02000949,Wandsworth 027,Wandsworth,6,0.596006755,10067,0.066653422,0.1710068,0.094211312,0.175930648,0.052830189,0.019989801,0.027027027,0.038525041,11925,6.64,3.01,2.84,3.96,1.05
E02000950,Wandsworth 028,Wandsworth,2,0.265428003,7535,0.077239549,0.229802095,0.166006985,0.266429137,0.061097915,0.057666931,0.024148852,0.136333554,9344,6.8,4.7,2.95,3.4,1.24
E02000951,Wandsworth 029,Wandsworth,2,0.306889673,6517,0.069050176,0.187331866,0.12668134,0.28556391,0.097744361,0.041203008,0.044661654,0.09632572,8019,6.91,3.04,3.12,3.85,1.13
E02000952,Wandsworth 030,Wandsworth,2,0.327171602,6113,0.069033208,0.172005384,0.121399731,0.275371584,0.103723829,0.039315966,0.038676682,0.090056285,7924,7.16,3.29,3.27,4.01,1.19
E02000953,Wandsworth 031,Wandsworth,1,0.127372309,7851,0.044070819,0.257999099,0.141955836,0.283032185,0.096555618,0.046301525,0.027950311,0.073438572,8743,8.69,4.22,3.83,4.39,1.27
E02000954,Wandsworth 032,Wandsworth,3,0.481463649,6231,0.080725405,0.234528629,0.158183921,0.475657178,0.125991601,0.114481257,0.10048219,0.105540897,7886,9.14,4.69,4.73,3.92,1.46
E02000955,Wandsworth 033,Wandsworth,3,0.458155162,6548,0.082162492,0.263884531,0.212111704,0.535001489,0.154304438,0.114238904,0.103068216,0.142289348,8590,8.66,4.89,4.68,3.8,1.35
E02000956,Wandsworth 034,Wandsworth,3,0.368053,8151,0.05520795,0.295581513,0.234382936,0.509798832,0.180791694,0.08293316,0.059831278,0.17397454,9793,8.47,4.61,4.62,3.86,1.34
E02000957,Wandsworth 035,Wandsworth,2,0.181175831,11039,0.059153909,0.266507828,0.202178353,0.475871187,0.142128624,0.083105109,0.06837284,0.128651973,13677,7.4,4.56,4.29,3.49,1.14
E02000958,Wandsworth 036,Wandsworth,6,0.693882271,8647,0.085347519,0.261149653,0.200941526,0.40055616,0.142062628,0.056825051,0.058517712,0.113270405,9683,8.91,4.76,4.48,4.04,1.49
E02000959,Wandsworth 037,Wandsworth,3,0.35984167,8337,0.057214825,0.278843481,0.236586044,0.466196599,0.229641919,0.060555786,0.03152219,0.146579805,9108,9.54,4.66,4.52,4.02,1.57
E02000960,Westminster 001,Westminster,3,0.360750361,8316,0.126503127,0.170731707,0.117573483,0.387160121,0.032930514,0.027039275,0.078398792,0.03362391,8427,6.99,3.13,2.66,2.4,1.52
E02000961,Westminster 002,Westminster,6,0.534188034,11232,0.085292023,0.170613934,0.13681306,0.374920568,0.056661724,0.030502012,0.041940267,0.060663869,11450,8.14,4.36,3.69,3.13,1.76
E02000962,Westminster 003,Westminster,10,0.970308558,10306,0.123714341,0.158195021,0.118516598,0.447820037,0.055890538,0.034786642,0.067949907,0.035921817,10832,7.91,4.18,3.52,2.94,1.75
E02000963,Westminster 004,Westminster,9,0.813522553,11063,0.079905993,0.279770445,0.266379723,0.529383383,0.200714079,0.079610152,0.01119367,0.196777906,11845,10.22,7.43,5.79,4.42,1.55
E02000964,Westminster 005,Westminster,8,0.586381294,13643,0.065601407,0.230239366,0.210435681,0.500597657,0.177065902,0.059925094,0.016017213,0.177390686,14606,9.34,6.56,5.07,4.28,1.55
E02000965,Westminster 006,Westminster,3,0.318437533,9421,0.05031313,0.149035652,0.111046172,0.340326881,0.082647502,0.027471891,0.033035818,0.048848961,10504,7.73,4.56,3.73,3.55,1.45
E02000966,Westminster 007,Westminster,2,0.177999288,11236,0.082146671,0.137300592,0.09231045,0.298619695,0.040585084,0.016996292,0.027915122,0.044371789,11278,7.52,4.45,3.61,3.09,1.63
E02000967,Westminster 008,Westminster,4,0.400721298,9982,0.079042276,0.130759651,0.079701121,0.393469612,0.03306352,0.026889834,0.085882837,0.034223135,8572,7.42,3.17,2.94,2.58,1.43
E02000968,Westminster 009,Westminster,13,0.816890788,15914,0.089292447,0.276094276,0.262626263,0.615475693,0.132817941,0.119097367,0.020337094,0.210014306,17508,9.15,6.65,5.71,4.31,2.17
E02000969,Westminster 010,Westminster,10,0.923531585,10828,0.074898412,0.307692308,0.251930226,0.573051774,0.16046736,0.067638546,0.023582378,0.192083818,12270,8.88,6.19,4.75,4.18,1.52
E02000970,Westminster 011,Westminster,2,0.181011856,11049,0.089510363,0.127858815,0.091482082,0.268284537,0.027830346,0.010352889,0.044417233,0.032033426,9836,7.66,2.91,2.89,2.49,1.64
E02000971,Westminster 012,Westminster,4,0.41467966,9646,0.08532034,0.13876843,0.106678231,0.363820171,0.035323501,0.02461941,0.042340628,0.059496568,9606,7.22,3.94,3.12,2.64,1.51
E02000972,Westminster 013,Westminster,4,0.370988685,10782,0.065850492,0.21143882,0.115384615,0.325333013,0.050282011,0.029521181,0.030961238,0.086837294,10065,6.45,2.89,2.8,2.43,1.05
E02000973,Westminster 014,Westminster,1,0.087275266,11458,0.076714959,0.149196249,0.112692565,0.304063429,0.061744301,0.025569871,0.019127849,0.057428872,12374,7.06,3.43,3.01,2.85,1.22
E02000974,Westminster 015,Westminster,1,0.102124183,9792,0.090175654,0.163966143,0.127206771,0.477939504,0.049238117,0.037184444,0.043097567,0.061538462,9832,7.95,5,3.76,3.19,1.81
E02000975,Westminster 016,Westminster,5,0.481463649,10385,0.060375542,0.132986627,0.097882615,0.337901108,0.030261505,0.016900765,0.036656389,0.043350478,10141,6.78,3.96,3.35,3.01,1.29
E02000976,Westminster 017,Westminster,4,0.357174748,11199,0.073399411,0.156754838,0.124622759,0.369897446,0.048662779,0.024230847,0.032173738,0.076871658,12695,6.92,3.5,3.07,2.73,1.23
E02000977,Westminster 018,Westminster,1,0.135722041,7368,0.107084691,0.19320453,0.135465245,0.306809079,0.036315087,0.023898531,0.040453939,0.101049869,9009,7.04,3.72,3.1,2.8,1.17
E02000978,Westminster 019,Westminster,4,0.352640395,11343,0.093008904,0.139995395,0.135850794,0.304422869,0.02394822,0.013592233,0.04390507,0.023545706,9980,5.56,1.94,1.61,1.8,1.01
E02000979,Westminster 020,Westminster,8,0.776020953,10309,0.090503444,0.163623916,0.128480146,0.263704987,0.062368519,0.016953347,0.020418265,0.073245952,10667,8.05,4.51,3.61,3.67,1.73
E02000980,Westminster 021,Westminster,6,0.56264066,10664,0.104744936,0.181417878,0.137384412,0.32058959,0.078650392,0.047673883,0.024297559,0.14797136,10373,8.93,4.78,4.11,3.66,1.92
E02000981,Westminster 022,Westminster,2,0.194005238,10309,0.078087108,0.126975764,0.092553565,0.208653098,0.047714381,0.018462907,0.016238461,0.097116844,10023,8.87,4.04,3.61,3.68,1.85
E02000982,Westminster 023,Westminster,5,0.539083558,9275,0.100053908,0.218951014,0.185056903,0.357160224,0.086311695,0.053975201,0.016532944,0.138826185,9431,9.07,4.18,3.32,4.07,1.73
E02000983,Westminster 024,Westminster,5,0.50999592,9804,0.109547124,0.191376528,0.154945815,0.297486365,0.07019208,0.042447237,0.012686744,0.134081902,9392,8.91,3.88,3.61,3.65,1.85
E02006782,Bromley 040,Bromley,8,1.004898882,7961,0.129380731,0.277303754,0.210466439,0.231694561,0.110355649,0.009675732,0.024843096,0.176721511,8861,11.85,5.69,4.46,4.67,2.38
E02006783,Lewisham 037,Lewisham,4,0.523971706,7634,0.069295258,0.34209616,0.314769976,0.410932297,0.235016648,0.008046615,0.01082131,0.261133603,8587,11.41,6.24,5.28,5.62,1.77
E02006784,Lewisham 038,Lewisham,4,0.490136013,8161,0.100968019,0.341734861,0.287070376,0.422068216,0.242831907,0.012501699,0.009919826,0.230726567,8599,12.18,6.56,5.84,5.7,2.16
E02006785,Bexley 029,Bexley,3,0.450112528,6665,0.134583646,0.286531987,0.247811448,0.178258145,0.059837093,0.005325815,0.039630326,0.156528792,6803,13.64,9.44,5.1,3.94,2.43
E02006786,Greenwich 033,Greenwich,1,0.132837407,7528,0.072396387,0.321076822,0.303348654,0.417029301,0.237017697,0.01145924,0.036553525,0.217007178,8002,14.13,9.69,6.49,4.64,2.11
E02006787,Bromley 041,Bromley,2,0.246487552,8114,0.101059896,0.252730505,0.163576327,0.155254148,0.050302871,0.005530682,0.023439558,0.089784946,8823,10.91,4.4,3.86,5.6,2.35
E02006788,Croydon 045,Croydon,3,0.390320062,7686,0.068566224,0.307066008,0.271009014,0.498271277,0.307579787,0.016223404,0.024069149,0.234848485,8334,10.63,5.54,4.93,4.18,1.73
E02006789,Bromley 042,Bromley,2,0.311380975,6423,0.199750895,0.262973575,0.191658707,0.040603609,0.008556316,0.001244555,0.003733665,0.158038147,7048,15.89,6.14,4.53,5.28,3.26
E02006791,Ealing 040,Ealing,4,0.583345486,6857,0.076418259,0.181977034,0.12656016,0.243182834,0.075696617,0.012814782,0.035464163,0.076027929,8735,9.24,5.37,3.33,4.09,1.69
E02006792,Hounslow 029,Hounslow,6,0.678656261,8841,0.108585002,0.188871161,0.129038692,0.243417133,0.038007864,0.012152985,0.039914214,0.078853047,10628,8.96,5.57,3.26,4.03,1.72
E02006793,Enfield 037,Enfield,9,0.880798591,10218,0.055000979,0.36686208,0.356680037,0.588908846,0.318140997,0.03558599,0.022900763,0.258064516,10810,10.94,7.7,6.35,3.26,1.47
E02006794,Haringey 037,Haringey,7,0.81366965,8603,0.061025224,0.324092152,0.374072628,0.601286614,0.391732822,0.017382973,0.013139885,0.289790459,10261,11.83,10.37,6.64,4.23,1.58
E02006795,Harrow 032,Harrow,11,1.368840219,8036,0.096814335,0.247383201,0.198876691,0.694731659,0.057976366,0.043820778,0.283604136,0.145421903,9538,14.25,6,8.73,5.62,3.02
E02006796,Hillingdon 033,Hillingdon,2,0.216052717,9257,0.104677541,0.261345125,0.236444031,0.278976061,0.053330173,0.020976535,0.083432093,0.178905865,9718,11.87,4.91,4.71,4.49,1.97
E02006798,Lewisham 039,Lewisham,9,1.110562685,8104,0.041707799,0.315878856,0.300594396,0.623741388,0.371886592,0.018018018,0.011923688,0.330169492,11664,8.56,6.1,4.22,3.96,0.93
E02006799,Barking and Dagenham 023,Barking and Dagenham,5,0.451589595,11072,0.068190029,0.320207254,0.333937824,0.378946289,0.147908979,0.087945879,0.051865519,0.262193126,12915,10.96,8.22,5.82,4.26,1.7
E02006800,Redbridge 034,Redbridge,10,0.689464975,14504,0.056811914,0.272545817,0.243694429,0.752314638,0.109878338,0.244012549,0.250975591,0.232564679,16705,9.84,6.05,6.59,4.08,2.17
E02006801,Lambeth 036,Lambeth,0,0,10987,0.052516611,0.220395468,0.174183515,0.402425442,0.125727014,0.020047024,0.025739389,0.241675618,12761,6.27,4,2.91,3.13,0.87
E02006802,Southwark 034,Southwark,7,0.870430241,8042,0.046505844,0.250610252,0.214537564,0.430875276,0.192482768,0.04851086,0.023019899,0.228695652,11489,9.4,6.44,4.59,3.99,1.28
E02006836,Sutton 025,Sutton,8,0.944844691,8467,0.175977324,0.251630041,0.141028737,0.231680774,0.022249093,0.02382104,0.081499395,0.059655597,9213,11.73,4.44,4.44,5.14,2.41
E02006853,Tower Hamlets 032,Tower Hamlets,3,0.283822138,10570,0.027057711,0.175397446,0.133958822,0.543601359,0.077293318,0.200736127,0.060305776,0.238428418,11048,5.16,3.95,3.21,2.96,0.95
E02006854,Tower Hamlets 033,Tower Hamlets,1,0.124533001,8030,0.019053549,0.129877071,0.073222875,0.481387047,0.052694204,0.135475098,0.070202278,0.160034602,7282,4.92,3.85,3.2,2.97,0.91
