MSOA11CD,MSOA11NM,Local authority,covid_19_deaths,covid_19_deaths_per_thousand,total_population_mid_2018,over_70_prop,proportion_at_risk_jobs,insecure_proportion,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,child_poverty_prop,total_registered_patients,Hypertension,Obesity (18+),Diabetes,Asthma,Coronary heart disease
E02000444,Harrow 012,Harrow,5,0.563761416,8869,0.101589807,0.244372186,0.210605303,0.725497117,0.068360984,0.031415461,0.429697611,0.171414293,10193,10.73,4.46,6.97,3.75,2.28
E02000445,Harrow 013,Harrow,13,1.169485426,11116,0.085912199,0.279271649,0.26593267,0.631804878,0.14995122,0.052487805,0.230341463,0.197449768,12737,12.23,5.57,7.54,4.92,2.29
E02000447,Harrow 015,Harrow,5,0.698226505,7161,0.119257087,0.240794016,0.179228999,0.532728818,0.076792292,0.031878719,0.251487674,0.119680851,8101,12.71,5.01,7.49,5.26,2.64
E02000448,Harrow 016,Harrow,5,0.711642471,7026,0.151295189,0.206251915,0.124118909,0.302815841,0.030868845,0.026200873,0.135220599,0.057991513,7550,13.85,4.29,5.68,5.05,2.77
E02000449,Harrow 017,Harrow,13,1.56626506,8300,0.096385542,0.283969466,0.271755725,0.73270247,0.06808406,0.029863586,0.462086764,0.251861042,10129,11.42,5.16,7.87,3.75,2.46
E02000451,Harrow 019,Harrow,4,0.601232527,6653,0.133022697,0.211491443,0.137836186,0.536030534,0.04778626,0.044122137,0.265038168,0.083135392,7394,13.98,4.4,7.2,5.79,2.84
E02000452,Harrow 020,Harrow,8,0.93218364,8582,0.067932883,0.2475068,0.21237534,0.584935507,0.089559504,0.068264785,0.222925286,0.191675231,10693,10.48,5.54,6.6,4.42,2.09
E02000453,Harrow 021,Harrow,5,0.608790941,8213,0.084621941,0.223104508,0.188268443,0.569028871,0.084908136,0.051706037,0.243307087,0.137288136,9353,11,5.57,6.94,4.76,2.31
E02000454,Harrow 022,Harrow,3,0.423131171,7090,0.142595205,0.209770115,0.130172414,0.427562835,0.024569331,0.028664219,0.204744422,0.060473815,7894,12.79,4.03,5.42,4.65,2.56
E02000455,Harrow 023,Harrow,8,0.841131322,9511,0.089475344,0.228591817,0.162940057,0.595820529,0.08580209,0.042901045,0.287400123,0.123759791,11193,9.85,5.94,5.72,4.58,2.08
E02000456,Harrow 024,Harrow,7,0.960878518,7285,0.099245024,0.244319776,0.189621318,0.539311517,0.082306276,0.039240686,0.217027908,0.101123596,8379,10.97,5.86,6.46,5.84,2.12
E02000457,Harrow 025,Harrow,4,0.604594921,6616,0.135126965,0.228217158,0.161193029,0.572695597,0.063668039,0.051156161,0.253880266,0.127314815,7749,11.63,5.36,6.74,5.37,2.34
E02000459,Harrow 027,Harrow,9,0.974870017,9232,0.082863951,0.262239583,0.227864583,0.650030358,0.124104432,0.036672738,0.187613843,0.184973847,10362,10.55,7.32,6.72,5.38,2.07
E02000460,Harrow 028,Harrow,7,1.029866117,6797,0.071796381,0.298491379,0.25933908,0.689935563,0.146670758,0.044492176,0.214636392,0.219614922,8258,12.69,6.44,7.86,5.41,2.6
E02000461,Harrow 029,Harrow,6,0.802139037,7480,0.081684492,0.220970537,0.145580589,0.440909745,0.056427235,0.032100187,0.193608752,0.085064935,8034,11.4,5.53,6.52,4.82,2.36
E02000462,Harrow 030,Harrow,5,0.734969866,6803,0.101131854,0.264562317,0.256752359,0.67490953,0.101477684,0.052623643,0.205066345,0.166317261,8321,11.8,7.04,7.32,5.54,2.32
E02000463,Harrow 031,Harrow,3,0.359625989,8342,0.080196596,0.276319279,0.259612835,0.628781587,0.126112232,0.035235497,0.163008661,0.187371663,9903,13.97,6.31,8.08,5.51,2.68
E02000464,Havering 001,Havering,4,0.519278203,7703,0.116707776,0.294847687,0.298984581,0.110060456,0.058285537,0.007130677,0.008990854,0.228070175,8143,11.11,8.49,5.34,5,2.25
E02000465,Havering 002,Havering,4,0.427990584,9346,0.074363364,0.27972028,0.291958042,0.114375788,0.065952081,0.005674653,0.004918033,0.207234043,9736,11.7,8.51,5.22,5.02,2.37
E02000466,Havering 003,Havering,4,0.449438202,8900,0.123483146,0.306858227,0.271889401,0.124049716,0.056956679,0.014963195,0.012067093,0.209290454,9306,12.85,7.12,5.7,4.73,2.62
E02000467,Havering 004,Havering,5,0.445354948,11227,0.070455153,0.325110361,0.343027785,0.170278959,0.102457741,0.00715545,0.009955408,0.260883905,12000,11.47,8.67,5.55,4.99,2.29
E02000468,Havering 005,Havering,10,1.199904008,8334,0.132829374,0.284343296,0.26624623,0.111667952,0.048959136,0.01002313,0.015163197,0.193220339,8711,12.64,6.86,5.66,4.59,2.57
E02000469,Havering 006,Havering,2,0.274085241,7297,0.11347129,0.289806548,0.29389881,0.169951886,0.099798231,0.00667391,0.013503027,0.209988649,7536,11.5,8.36,5.61,4.47,2.1
E02000470,Havering 007,Havering,8,0.876904527,9123,0.146552669,0.261456212,0.206211813,0.091035882,0.029542285,0.006466337,0.016102447,0.130025126,9617,10.87,5.75,4.43,4.56,2.38
E02000471,Havering 008,Havering,3,0.396301189,7570,0.189299868,0.263245956,0.203011712,0.076438246,0.026149926,0.004559474,0.016092262,0.116443745,7956,13.24,6.9,5.54,4.95,2.68
E02000472,Havering 009,Havering,4,0.434640878,9203,0.140389004,0.292293867,0.230734666,0.108465903,0.041050172,0.01257092,0.01980198,0.172619048,9453,12,6.62,5.35,4.63,2.45
E02000473,Havering 010,Havering,3,0.288711385,10391,0.132422289,0.267130292,0.191041113,0.112119316,0.034209428,0.009908219,0.026804339,0.104206501,10594,11.96,5.24,4.56,4.4,2.44
E02000474,Havering 011,Havering,5,0.546746856,9145,0.122689995,0.283653846,0.256072874,0.131966918,0.05237924,0.011746374,0.017259978,0.175262894,9114,12.33,7.42,5.49,4.59,2.56
E02000475,Havering 012,Havering,7,0.705858627,9917,0.160431582,0.239356069,0.159711925,0.111352762,0.024358417,0.005872118,0.03708134,0.12462908,9741,11.8,4.85,4.23,4.02,2.23
E02000476,Havering 013,Havering,5,0.488854126,10228,0.094055534,0.274607703,0.215406562,0.205966247,0.069408129,0.019253625,0.033159021,0.204978038,10094,12.23,6.17,4.76,4.16,2.32
E02000477,Havering 014,Havering,4,0.418760469,9552,0.141541039,0.258004158,0.174636175,0.089209402,0.018376068,0.011965812,0.023611111,0.089265537,10143,13.35,6.03,4.86,4.54,2.32
E02000478,Havering 015,Havering,7,1.197399932,5846,0.207321245,0.254723583,0.152204339,0.25097706,0.032795242,0.039932031,0.119286321,0.087781732,6275,12.02,6.02,4.54,3.97,2.18
E02000479,Havering 016,Havering,6,0.63525675,9445,0.083112758,0.276779463,0.218436406,0.153798869,0.047701008,0.019424637,0.024465208,0.172224988,9722,12.28,5.27,4.57,3.94,2.28
E02000480,Havering 017,Havering,11,0.865256037,12713,0.085896327,0.321932007,0.239013267,0.2460439,0.095558959,0.027156713,0.034405309,0.197501688,13135,10.45,6.95,5.14,4.13,2.15
E02000481,Havering 018,Havering,12,1.492351698,8041,0.194130083,0.253963839,0.197218359,0.046965225,0.009495701,0.002694726,0.007955858,0.13639576,8742,14.62,5.97,4.92,4.8,2.89
E02000482,Havering 019,Havering,4,0.614911606,6505,0.187855496,0.218425461,0.140368509,0.059412133,0.008755472,0.006253909,0.017198249,0.069527897,6943,14.99,6.28,4.94,4.78,2.9
E02000483,Havering 020,Havering,4,0.501504514,7976,0.165371113,0.27931312,0.203380735,0.064880483,0.0166798,0.004596795,0.009981613,0.148721921,8301,14.38,7.72,5.41,4.37,2.46
E02000484,Havering 021,Havering,7,0.838624656,8347,0.136336408,0.281503829,0.215363193,0.097694841,0.031345286,0.006830101,0.019270643,0.12688172,8754,14.27,7.52,5.71,4.43,2.87
E02000485,Havering 022,Havering,5,0.579575751,8627,0.136895792,0.267237041,0.186462003,0.077385424,0.019158527,0.005885299,0.012146256,0.102923264,8711,14.97,8.13,5.36,4.52,2.74
E02000486,Havering 023,Havering,6,0.795228628,7545,0.167395626,0.279871692,0.215183106,0.088786316,0.030138474,0.004072767,0.017920174,0.130546075,7625,15.41,8.1,6.03,4.38,2.85
E02000487,Havering 024,Havering,9,1.162040026,7745,0.191736604,0.242978272,0.155537891,0.038123167,0.007140125,0.001530027,0.008287645,0.057075841,8474,14.14,6.16,5.04,4.54,2.89
E02000488,Havering 025,Havering,3,0.412031314,7281,0.160005494,0.270734284,0.215795034,0.068227695,0.021800565,0.001614857,0.016148567,0.08057676,7792,14.93,7.96,5.88,4.3,2.7
E02000489,Havering 026,Havering,3,0.348270258,8614,0.126654284,0.281664017,0.244833068,0.153094876,0.067478437,0.014079148,0.027650939,0.172940535,9144,14.27,8.05,5.95,4.22,2.7
E02000490,Havering 027,Havering,6,0.748596382,8015,0.156082346,0.273305671,0.259751037,0.124680634,0.064256515,0.012902402,0.009325498,0.181931464,8495,14.37,9.02,6.2,3.77,2.48
E02000491,Havering 028,Havering,7,0.711526733,9838,0.10855865,0.279761905,0.275621118,0.181962384,0.107636528,0.015069114,0.013029685,0.221783048,9903,12.37,8.16,5.78,4.36,2.21
E02000492,Havering 029,Havering,3,0.461254613,6504,0.170817958,0.254635762,0.237086093,0.090720663,0.04033801,0.007015306,0.017538265,0.163283319,7023,14.88,6.86,5.91,4.6,2.24
E02000493,Havering 030,Havering,5,0.731850117,6832,0.093676815,0.263826864,0.279972518,0.223188406,0.111755233,0.006763285,0.044766506,0.194614443,7049,11.15,5.7,5.49,4.57,1.86
E02000494,Hillingdon 001,Hillingdon,4,0.51975052,7696,0.17762474,0.21399177,0.120713306,0.397780452,0.023131435,0.031421313,0.223158176,0.054292003,8693,12.37,4.37,5.86,4.49,2.83
E02000495,Hillingdon 002,Hillingdon,10,0.959969281,10417,0.142747432,0.247021944,0.185788924,0.314261586,0.032513459,0.020479257,0.140610155,0.135174419,11658,12.09,4.62,5.72,4.49,2.58
E02000496,Hillingdon 003,Hillingdon,15,1.979675333,7577,0.143328494,0.286095543,0.254069923,0.124746587,0.023381538,0.003649142,0.041897554,0.178310047,8495,13.4,6.29,5.4,6.12,3.26
E02000497,Hillingdon 004,Hillingdon,16,1.722096653,9291,0.131417501,0.267204556,0.187470337,0.269081956,0.024621878,0.021690702,0.12041271,0.113057325,10055,12.99,5.08,5.48,4.76,2.75
E02000498,Hillingdon 005,Hillingdon,4,0.649878148,6155,0.150284322,0.254461335,0.204230007,0.140199336,0.017774086,0.004651163,0.048671096,0.095030514,6741,13.51,5.09,4.87,5.4,2.54
E02000499,Hillingdon 006,Hillingdon,6,0.785134781,7642,0.166317718,0.246257099,0.172689726,0.231036703,0.021249195,0.016870573,0.106374759,0.077912795,8625,13.07,5,5,4.67,2.72
E02000500,Hillingdon 007,Hillingdon,5,0.603354652,8287,0.163267769,0.23735119,0.158978175,0.182654913,0.012056002,0.01257454,0.072336012,0.07057163,8987,13.89,5.52,5,5.21,2.68
E02000501,Hillingdon 008,Hillingdon,4,0.475680818,8409,0.134974432,0.26261441,0.192677775,0.188068389,0.027282648,0.013944465,0.064023281,0.083874778,8898,13.26,5.73,4.73,4.96,2.53
E02000502,Hillingdon 009,Hillingdon,6,0.700852704,8561,0.1210139,0.272660099,0.191625616,0.213056614,0.031919086,0.012610009,0.066727965,0.080107527,9142,13.4,5.2,4.86,4.96,2.56
E02000503,Hillingdon 010,Hillingdon,1,0.109577033,9126,0.09379794,0.285882123,0.180536519,0.167594035,0.027042065,0.01212998,0.054640552,0.09787234,8953,13.31,5.89,4.75,4.96,2.45
E02000504,Hillingdon 011,Hillingdon,3,0.40096231,7482,0.161855119,0.239346984,0.154952961,0.175968572,0.01517204,0.010430778,0.081549716,0.058,7893,13.68,4.46,5.37,5.57,2.76
E02000506,Hillingdon 013,Hillingdon,3,0.380083618,7893,0.159001647,0.237758576,0.15527625,0.320647129,0.024399947,0.023736905,0.162710516,0.057163531,8490,11.61,4.7,5.1,4.69,2.34
E02000507,Hillingdon 014,Hillingdon,1,0.121197431,8251,0.094776391,0.274197562,0.217467032,0.312979982,0.046078308,0.032985018,0.110285786,0.13474445,9015,11.05,4.32,5.18,4.19,2.16
E02000508,Hillingdon 015,Hillingdon,1,0.085128118,11747,0.062228654,0.268250857,0.229544341,0.351916376,0.080248258,0.040940767,0.082208188,0.135120643,12994,8.31,5.02,3.83,4.09,1.6
E02000509,Hillingdon 016,Hillingdon,4,0.328030179,12194,0.048548466,0.267383513,0.2260454,0.42257966,0.080830703,0.07848926,0.087549628,0.18424102,12259,8.21,5.03,3.77,4.06,1.57
E02000510,Hillingdon 017,Hillingdon,4,0.439319055,9105,0.115540912,0.294089722,0.224543081,0.356845031,0.055015057,0.038452629,0.107597869,0.13442623,10005,9.83,4.38,4.92,4.23,1.83
E02000511,Hillingdon 018,Hillingdon,6,0.601443464,9976,0.10064154,0.29620644,0.291574768,0.423297263,0.086144706,0.037131339,0.129959686,0.175295186,10849,10.99,5.4,5.65,4.5,1.83
E02000512,Hillingdon 019,Hillingdon,2,0.226500566,8830,0.088448471,0.290726817,0.284321916,0.406949131,0.105486814,0.046119235,0.105236845,0.196261682,9367,10.23,4.64,5.24,4.36,1.76
E02000513,Hillingdon 020,Hillingdon,5,0.497561946,10049,0.057916211,0.317426839,0.316899552,0.559799555,0.183184855,0.048106904,0.133073497,0.212079616,10674,11.41,4.91,5.98,4.57,1.82
E02000514,Hillingdon 021,Hillingdon,9,0.839787254,10717,0.074554446,0.279424978,0.303908356,0.713238289,0.10407332,0.06700611,0.278716904,0.1875,12776,12.13,5.6,7.26,4.84,2.06
E02000515,Hillingdon 022,Hillingdon,4,0.330441966,12105,0.06716233,0.280291109,0.273406766,0.304339496,0.073187087,0.043011783,0.062074911,0.177229602,12880,10.7,5.95,5.09,4.78,1.94
E02000516,Hillingdon 023,Hillingdon,5,0.543951262,9192,0.058746736,0.280802292,0.286793436,0.670576853,0.118756803,0.07509977,0.241262547,0.17949827,10207,11.97,6.71,7.44,5.01,2.19
E02000517,Hillingdon 024,Hillingdon,7,0.691153239,10128,0.064869668,0.306482235,0.323569298,0.56236958,0.149895664,0.059819151,0.149316021,0.242193174,11920,10.94,5.78,6.72,4.36,1.8
E02000518,Hillingdon 025,Hillingdon,3,0.337685727,8884,0.085547051,0.276828957,0.307417793,0.32210086,0.064954683,0.042412271,0.091912619,0.230035158,9817,10.19,5.66,5.1,4.55,1.79
E02000519,Hillingdon 026,Hillingdon,3,0.32449973,9245,0.083396431,0.306735191,0.31403841,0.63005313,0.129244629,0.083968584,0.213213213,0.270502945,10815,12.27,6.55,7.53,4.83,2.14
E02000520,Hillingdon 027,Hillingdon,8,0.579542162,13804,0.06563315,0.293504902,0.324346405,0.633721447,0.144164963,0.090658608,0.218647231,0.225299829,16465,10.45,6.47,6.88,4.21,1.69
E02000521,Hillingdon 028,Hillingdon,4,0.304275065,13146,0.05484558,0.286137711,0.303921569,0.484261501,0.111682809,0.06547619,0.159301856,0.181036952,14476,10.31,6.14,5.64,4.56,1.68
E02000522,Hillingdon 029,Hillingdon,6,0.623441397,9624,0.084060682,0.291117193,0.269470017,0.337108517,0.0815902,0.033629955,0.091528949,0.185139062,10663,10.73,6.32,5.39,4.87,1.88
E02000523,Hillingdon 030,Hillingdon,4,0.343377114,11649,0.060863593,0.290154265,0.324410163,0.722498962,0.114362806,0.094022416,0.320776256,0.178749112,13821,9.41,5.91,6.29,3.84,1.39
E02000524,Hillingdon 031,Hillingdon,5,0.616067028,8116,0.078610153,0.297853828,0.339327146,0.399519736,0.071889539,0.051328231,0.12321777,0.187189055,8314,10.61,6.25,5.8,4.46,1.83
E02000525,Hillingdon 032,Hillingdon,4,0.389521862,10269,0.064076346,0.317988669,0.347969783,0.616360752,0.109675957,0.085316111,0.225470202,0.225516972,11904,10.89,6.61,6.7,4.17,1.69
E02000526,Hounslow 001,Hounslow,2,0.234934806,8513,0.094208857,0.161639276,0.105471188,0.167104321,0.028407735,0.01038434,0.025662449,0.057558507,9938,8.73,4.66,3.11,3.73,1.63
E02000528,Hounslow 003,Hounslow,4,0.323049588,12382,0.074220643,0.253580294,0.251479855,0.373469003,0.115978896,0.033069531,0.044469568,0.22791587,14055,10.14,6.05,4.03,4.44,1.86
E02000529,Hounslow 004,Hounslow,3,0.334933572,8957,0.08194708,0.283241542,0.291633884,0.774029356,0.077533144,0.100970644,0.36032197,0.22548121,11276,11.16,6.98,7.33,4.79,2.48
E02000530,Hounslow 005,Hounslow,6,0.819560169,7321,0.068979648,0.299690642,0.363882444,0.731168641,0.134561942,0.117010385,0.256106479,0.340257171,9249,11.46,7.55,7.88,4.3,2.39
E02000531,Hounslow 006,Hounslow,6,0.572628364,10478,0.085798817,0.239783978,0.216741674,0.28277063,0.072941859,0.024571926,0.042275322,0.188476037,12329,11.1,6.68,4.44,4.64,2.04
E02000532,Hounslow 007,Hounslow,3,0.332926423,9011,0.109310842,0.196531792,0.136457473,0.215720524,0.054366812,0.012336245,0.031222707,0.097714286,10501,8.48,4.55,3.06,3.93,1.54
E02000533,Hounslow 008,Hounslow,3,0.355534487,8438,0.098601564,0.185708263,0.125632378,0.187128242,0.043421366,0.008922198,0.028669998,0.103825137,9931,7.99,4.87,2.83,4.17,1.44
E02000534,Hounslow 009,Hounslow,3,0.372902424,8045,0.092604102,0.252878754,0.198690449,0.528219791,0.04090005,0.069119841,0.242665341,0.122905028,9069,10.33,6.34,5.23,4.21,2.06
E02000535,Hounslow 010,Hounslow,10,1.077354019,9282,0.093622064,0.263898192,0.281759321,0.798837585,0.044021096,0.118071252,0.42815628,0.216483516,12050,12.14,7.86,8.02,4.16,2.54
E02000536,Hounslow 011,Hounslow,3,0.321543408,9330,0.087888532,0.266438356,0.239269406,0.765562628,0.056640414,0.110907325,0.395619808,0.218863992,12084,10.93,7.52,7.39,3.94,2.21
E02000537,Hounslow 012,Hounslow,2,0.222866057,8974,0.09895253,0.245237574,0.229034377,0.723085847,0.031670534,0.09199536,0.412180974,0.154988124,12245,9.88,6.39,6.4,3.59,2.12
E02000538,Hounslow 013,Hounslow,4,0.415498078,9627,0.07468578,0.298151751,0.339737354,0.780760369,0.073271889,0.128686636,0.369815668,0.207627119,12852,11.65,7.34,8.06,3.74,2.25
E02000539,Hounslow 014,Hounslow,9,0.820868296,10964,0.071780372,0.272871497,0.223867442,0.352957589,0.072637649,0.035714286,0.086495536,0.16620608,12758,9.57,5.73,4.52,4.7,1.83
E02000540,Hounslow 015,Hounslow,12,1.089225742,11017,0.081601162,0.279143037,0.248477211,0.544667965,0.062621674,0.062729829,0.238481506,0.140140554,13712,10.35,6.66,6.31,3.92,2.12
E02000541,Hounslow 016,Hounslow,7,0.724337748,9664,0.079884106,0.296510229,0.333333333,0.737802817,0.076394366,0.097126761,0.332619718,0.233840304,13619,11.8,7.56,8.14,3.91,2.31
E02000542,Hounslow 017,Hounslow,7,0.601581299,11636,0.079752492,0.283928963,0.299934225,0.726160068,0.060344828,0.086206897,0.380906769,0.212154294,15650,10.81,7.76,7.23,3.78,2.2
E02000543,Hounslow 018,Hounslow,3,0.219796322,13649,0.056194593,0.265368523,0.251367879,0.657645351,0.049944506,0.081533339,0.346538035,0.141364474,17729,9.93,6.85,6.14,3.73,1.99
E02000544,Hounslow 019,Hounslow,1,0.122369065,8172,0.102912384,0.271777831,0.251127463,0.487864374,0.042566167,0.060495182,0.213318697,0.108512021,9661,10.87,6.89,5.34,4.37,2.15
E02000545,Hounslow 020,Hounslow,1,0.114823746,8709,0.08646228,0.285678392,0.244974874,0.365358758,0.114289207,0.035447989,0.062339567,0.227228682,9814,8.92,4.24,3.85,4.6,1.67
E02000546,Hounslow 021,Hounslow,1,0.102806621,9727,0.06785237,0.302078822,0.276310091,0.755282051,0.068615385,0.142974359,0.336615385,0.215212528,12165,11.48,8.02,7.61,4,2.33
E02000547,Hounslow 022,Hounslow,5,0.501756147,9965,0.092925238,0.298840704,0.327393731,0.397542735,0.063675214,0.053098291,0.130876068,0.204869086,11539,10.82,7.95,5.92,3.63,1.98
E02000548,Hounslow 023,Hounslow,6,0.599340725,10011,0.079612426,0.279782165,0.329248922,0.327035043,0.073931671,0.044490827,0.085905745,0.229166667,11103,11.5,8.21,6.29,3.9,2.13
E02000549,Hounslow 024,Hounslow,7,0.606796117,11536,0.092926491,0.296923927,0.322342973,0.372515204,0.049105927,0.059090497,0.106381047,0.183536826,13568,11.28,8.17,6.19,4.13,2.14
E02000550,Hounslow 025,Hounslow,0,0,11066,0.056027472,0.278217822,0.303762376,0.385754109,0.089781794,0.035951168,0.11785062,0.182721975,12778,10.77,6.96,5.81,3.96,1.85
E02000551,Hounslow 026,Hounslow,2,0.219466696,9113,0.07242401,0.333066453,0.355751268,0.361736708,0.096935222,0.055839331,0.054910611,0.264745011,10158,10.93,8.54,5.99,4.07,2.31
E02000552,Hounslow 027,Hounslow,1,0.109385255,9142,0.058192956,0.299702585,0.28231526,0.282482458,0.068231309,0.029639487,0.063392209,0.168928404,9373,10.51,6.68,5.52,3.76,1.84
E02000553,Hounslow 028,Hounslow,3,0.415973378,7212,0.094425957,0.280461203,0.282642568,0.262528388,0.05677517,0.032551098,0.05329296,0.186510264,7622,9.88,6.32,4.61,4.45,1.93
E02000554,Islington 001,Islington,1,0.099780483,10022,0.060367192,0.267370892,0.209624413,0.394358528,0.198213897,0.024177739,0.014267044,0.214109521,10957,8.57,5.64,4.34,4.98,1.31
E02000555,Islington 002,Islington,2,0.201673893,9917,0.072400928,0.216516454,0.171452526,0.319302721,0.144132653,0.026041667,0.014562075,0.193708609,11012,9.13,5.68,4.4,5.32,1.5
E02000556,Islington 003,Islington,6,0.52608505,11405,0.058044717,0.218036943,0.170228178,0.337729816,0.151179057,0.032573941,0.020783373,0.163812785,12711,7.81,5.27,3.96,4.4,1.2
E02000557,Islington 004,Islington,2,0.225326724,8876,0.085060838,0.244763474,0.194869381,0.314254062,0.125430822,0.013786312,0.015140325,0.139567341,9932,9.21,5.21,4.19,4.92,1.5
E02000558,Islington 005,Islington,3,0.294290759,10194,0.063076319,0.300228964,0.25815684,0.518602029,0.276099211,0.047914318,0.012739572,0.300944669,11442,8.01,6.21,4.4,4.24,1.26
E02000559,Islington 006,Islington,1,0.095020905,10524,0.050741163,0.169535928,0.119760479,0.27443609,0.109820005,0.031556163,0.014581909,0.12206823,10424,7.32,4.64,3.69,4.48,1.23
E02000560,Islington 007,Islington,1,0.110975474,9011,0.054710909,0.211354141,0.174490047,0.318117581,0.101752402,0.020491803,0.022894291,0.128787879,9462,8.17,5.51,4.26,4.28,1.47
E02000561,Islington 008,Islington,4,0.467344316,8559,0.069751139,0.188648897,0.118795956,0.214820553,0.062483863,0.009940615,0.019235735,0.054370268,9288,8.89,4.61,3.91,4.46,1.41
E02000562,Islington 009,Islington,5,0.56567485,8839,0.075008485,0.195599022,0.152322738,0.294807159,0.131711621,0.024703806,0.012099824,0.162878788,9656,7.03,3.84,3.39,4.69,1.26
E02000563,Islington 010,Islington,4,0.464198677,8617,0.066148311,0.247199403,0.228030869,0.341857177,0.162738628,0.027574829,0.011901956,0.237767057,10183,8.88,5.28,4.37,4.74,1.59
E02000564,Islington 011,Islington,2,0.144896037,13803,0.039701514,0.2287498,0.146950536,0.334286804,0.120327994,0.024694889,0.01849733,0.18594823,14928,8.61,5.45,4.33,4.21,1.31
E02000565,Islington 012,Islington,2,0.220896841,9054,0.051689861,0.214122428,0.180340361,0.378282643,0.179430805,0.029314767,0.011359472,0.23542989,9850,7.55,4.96,3.59,4.52,1.3
E02000566,Islington 013,Islington,1,0.106575722,9383,0.065757221,0.167687908,0.10620915,0.22721705,0.075575698,0.018618324,0.011391475,0.130257802,10241,8.37,4.52,3.72,4.77,1.23
E02000567,Islington 014,Islington,3,0.260235947,11528,0.060114504,0.192958469,0.144419757,0.275535818,0.106487739,0.022205059,0.012454142,0.145144077,12503,7.97,6.18,3.63,4.78,1.25
E02000568,Islington 015,Islington,6,0.464792006,12909,0.055310249,0.261165783,0.235932374,0.379532468,0.157090909,0.03812987,0.013090909,0.214005602,12630,8.88,5.58,4.51,4.8,1.53
E02000569,Islington 016,Islington,6,0.539422818,11123,0.078575924,0.191889794,0.154637175,0.276292157,0.112751946,0.022450609,0.013570146,0.190223167,12542,7.95,5.53,3.57,4.79,1.23
E02000570,Islington 017,Islington,2,0.200863714,9957,0.062167319,0.157983508,0.09970015,0.187347649,0.054556007,0.010562972,0.016831109,0.097693351,10387,7.47,4.56,3.17,4.51,1.23
E02000571,Islington 018,Islington,3,0.326406267,9191,0.071918181,0.197576657,0.171612265,0.285020545,0.116174823,0.029386129,0.013447889,0.20799458,10080,8.27,7.1,3.57,4.45,1.52
E02000572,Islington 019,Islington,7,0.755368512,9267,0.067875256,0.255648038,0.24137931,0.444405554,0.16847509,0.075487108,0.023217828,0.267166763,11135,8,4.86,3.8,4.8,1.35
E02000573,Islington 020,Islington,18,1.730935667,10399,0.068948937,0.137675655,0.096088112,0.204749827,0.055568365,0.013027438,0.017754208,0.134629768,12314,6.68,4.43,2.86,3.94,1.22
E02000574,Islington 021,Islington,3,0.312891114,9588,0.059136421,0.177226407,0.143774922,0.309728267,0.091989178,0.030231737,0.018233149,0.172504378,11670,6.02,4.44,2.77,3.97,1.12
E02000575,Islington 022,Islington,3,0.198176774,15138,0.039635355,0.167446362,0.129859655,0.308941038,0.084027252,0.026747414,0.037934225,0.211398277,16074,6.05,4.11,2.47,3.47,1.09
E02000576,Islington 023,Islington,3,0.253421186,11838,0.056259503,0.207831325,0.189990732,0.357903707,0.142735407,0.023327652,0.021623349,0.207334963,12376,7.3,4.44,2.95,3.5,1.24
E02000577,Kensington and Chelsea 001,Kensington and Chelsea,4,0.592329335,6753,0.09832667,0.303198887,0.306328234,0.561744687,0.244339492,0.025698014,0.010140297,0.253918495,9267,10.58,7.58,5.92,4.62,1.64
E02000578,Kensington and Chelsea 002,Kensington and Chelsea,8,1.367755172,5849,0.116772098,0.277410832,0.282254513,0.444808555,0.170921007,0.021214212,0.010003449,0.226744186,6804,10.08,6.41,5.16,4.79,1.81
E02000579,Kensington and Chelsea 003,Kensington and Chelsea,4,0.491098834,8145,0.09490485,0.197779792,0.16628908,0.3113974,0.107126277,0.008472609,0.009168988,0.10375,9830,9.79,5.63,4.72,4.42,1.72
E02000580,Kensington and Chelsea 004,Kensington and Chelsea,5,0.624843789,8002,0.091477131,0.19273802,0.160227992,0.367648758,0.148931254,0.009012132,0.009012132,0.175708502,10459,8.59,4.28,4.14,3.76,1.52
E02000581,Kensington and Chelsea 005,Kensington and Chelsea,4,0.604047116,6622,0.139383872,0.271917808,0.288013699,0.459852014,0.188133735,0.014798575,0.008632502,0.245043616,8361,9.01,4.69,4.47,4.02,1.71
E02000582,Kensington and Chelsea 006,Kensington and Chelsea,6,0.8256502,7267,0.11627907,0.130743618,0.109211987,0.220655438,0.03930017,0.008486748,0.016190103,0.036870504,8999,6.87,2.74,2.38,2.76,1.22
E02000583,Kensington and Chelsea 007,Kensington and Chelsea,2,0.287521564,6956,0.109401955,0.139975093,0.100622665,0.201561002,0.042174449,0.003423251,0.010406682,0.038273616,7790,8.01,3.21,3.2,3.32,1.54
E02000584,Kensington and Chelsea 008,Kensington and Chelsea,1,0.124331717,8043,0.11513117,0.111111111,0.091009499,0.213744192,0.022377109,0.005013451,0.016752262,0.018507094,8155,7.47,2.43,2.38,2.51,1.53
E02000585,Kensington and Chelsea 009,Kensington and Chelsea,2,0.249252243,8024,0.118145563,0.144315545,0.123201856,0.326097328,0.045085878,0.010496183,0.022662214,0.036931818,9841,7.35,2.97,2.61,2.75,1.56
E02000586,Kensington and Chelsea 010,Kensington and Chelsea,0,0,7663,0.085475662,0.10794897,0.093719333,0.270433775,0.021366971,0.011841936,0.023297722,0.020634921,8292,6.46,2.32,2.11,2.04,1.4
